date,Hyundai_avg_sentiment,Open,High,Low,Close,Adj Close,Volume
2022-01-13,-0.2587151379751352,211500.0,213000.0,210000.0,210000.0,188080.359375,499094
2022-01-17,0.8908493769355118,208500.0,209000.0,202500.0,205000.0,183602.25,724213
2022-01-18,0.5003280573291704,206000.0,206000.0,201500.0,202500.0,181363.21875,580959
2022-01-19,0.9463736582547426,200500.0,203500.0,200000.0,200500.0,179571.96875,525014
2022-01-20,0.0886253442489154,200500.0,202500.0,199500.0,202000.0,180915.390625,451581
2022-01-21,-0.9828342460095882,199500.0,201000.0,198500.0,200000.0,179124.140625,513891
2022-01-24,-0.6815319846694669,197500.0,200000.0,195000.0,197000.0,176437.296875,659010
2022-01-25,0.4014453764539212,196500.0,197000.0,190000.0,194500.0,174198.21875,1174185
2022-01-26,0.12765936204232275,194500.0,194500.0,194500.0,194500.0,174198.21875,0
2022-01-27,0.24505827475513797,190000.0,191500.0,185500.0,186500.0,167033.28125,1072651
2022-01-28,-0.002227433908653135,186500.0,186500.0,186500.0,186500.0,167033.28125,0
2022-02-03,0.8277751360243807,193000.0,195500.0,191500.0,191500.0,171511.390625,837241
2022-02-04,0.9892073995433748,190500.0,192000.0,188000.0,190000.0,170167.953125,837609
2022-02-07,-0.9898229488171637,189500.0,190000.0,184500.0,186500.0,167033.28125,829365
2022-02-08,-0.052772730588912964,186500.0,186500.0,186500.0,186500.0,167033.28125,0
2022-02-14,-0.15737988464534283,179500.0,181000.0,176000.0,176500.0,158077.0625,1380176
2022-02-15,0.010016275744419545,177000.0,183000.0,176500.0,180500.0,161659.5625,961742
2022-02-16,0.7544132045780619,184500.0,185500.0,181000.0,182000.0,163003.0,561867
2022-02-18,0.9992885710380506,181000.0,184000.0,180500.0,183500.0,164346.421875,426090
2022-02-21,0.995901404414326,183500.0,183500.0,183500.0,183500.0,164346.421875,0
2022-02-22,-0.47980682137131225,183500.0,183500.0,183500.0,183500.0,164346.421875,0
2022-02-23,0.5809865151619306,183500.0,183500.0,183500.0,183500.0,164346.421875,0
2022-02-24,-0.1320338031364372,178500.0,179000.0,171000.0,173000.0,154942.40625,1722526
2022-02-25,0.020337221532827243,175000.0,175500.0,171500.0,174000.0,155838.0,949885
2022-02-28,0.9490493332656721,174000.0,174000.0,174000.0,174000.0,155838.0,0
2022-03-02,0.9134428579127416,171500.0,172500.0,169500.0,170500.0,152703.328125,1384049
2022-03-03,0.7928639374392029,173500.0,179000.0,173000.0,177500.0,158972.703125,1244300
2022-03-07,0.8517132303968538,170000.0,171000.0,165500.0,168000.0,150464.296875,1439259
2022-03-08,0.2067490253597498,164000.0,170500.0,163500.0,168000.0,150464.296875,728464
2022-03-10,0.8882614336907864,168000.0,168000.0,168000.0,168000.0,150464.296875,0
2022-03-11,0.9824660331942141,168000.0,168000.0,168000.0,168000.0,150464.296875,0
2022-03-14,-0.9897867944091558,166500.0,167500.0,163000.0,164500.0,147329.625,1112790
2022-03-15,0.8891952745616436,164500.0,164500.0,164500.0,164500.0,147329.625,0
2022-03-16,-0.9907097746618092,164500.0,164500.0,164500.0,164500.0,147329.625,0
2022-03-17,-0.006531037390232086,164500.0,164500.0,164500.0,164500.0,147329.625,0
2022-03-18,-0.0532192587852478,171500.0,171500.0,169500.0,171000.0,153151.15625,782119
2022-03-21,0.989997168071568,171000.0,171000.0,171000.0,171000.0,153151.15625,0
2022-03-22,-0.5778001755243167,169000.0,174500.0,169000.0,173500.0,155390.21875,1166430
2022-03-23,0.9042710615321994,175000.0,177500.0,174000.0,176000.0,157629.28125,952954
2022-03-24,0.9425882920622826,174000.0,177000.0,173500.0,176000.0,157629.28125,709518
2022-03-25,-0.3686221328874429,176500.0,176500.0,173000.0,174000.0,155838.0,563456
2022-03-28,0.3227919137571007,172000.0,175500.0,171000.0,174500.0,156285.8125,459678
2022-03-29,0.21006388995010639,176000.0,178000.0,174000.0,176500.0,158077.0625,545335
2022-03-30,0.7233139464631677,180000.0,183000.0,179500.0,181000.0,162107.359375,1082135
2022-03-31,-0.004402223043143749,180500.0,181000.0,179000.0,180500.0,161659.5625,576522
2022-04-01,0.19145325836143456,178000.0,178500.0,177000.0,178000.0,159420.515625,470770
2022-04-04,0.8282632976770401,177000.0,179000.0,174500.0,178000.0,159420.515625,509106
2022-04-05,0.9497422234465679,178500.0,180000.0,177000.0,179000.0,160316.109375,426072
2022-04-07,0.4718730320892064,180000.0,182000.0,178500.0,178500.0,159868.3125,778374
2022-04-08,0.9922871536109596,178000.0,179000.0,175500.0,176500.0,158077.0625,458780
2022-04-12,0.5389209628143968,179000.0,180500.0,176500.0,178000.0,159420.515625,626266
2022-04-13,0.8768111198830107,179500.0,181000.0,178500.0,181000.0,162107.359375,498547
2022-04-14,0.5058974921266781,181000.0,182000.0,176500.0,177500.0,158972.703125,898024
2022-04-15,0.35123433999251574,176500.0,178000.0,175500.0,177000.0,158524.875,559522
2022-04-18,0.6574713271499301,176000.0,178500.0,175500.0,178500.0,159868.3125,275773
2022-04-20,-0.9799482142552733,181000.0,184000.0,180000.0,183000.0,163898.59375,814107
2022-04-21,0.6388997804703346,184000.0,184500.0,182500.0,183000.0,163898.59375,657116
2022-04-22,0.9984255298622884,181500.0,182500.0,179000.0,180000.0,161211.75,852781
2022-04-25,0.9797157036761442,177000.0,184500.0,176500.0,182000.0,163003.0,1504197
2022-04-26,0.9890986886166502,187000.0,191000.0,186500.0,187000.0,167481.09375,2313611
2022-04-27,0.4852354256436229,184000.0,188500.0,183000.0,187000.0,167481.09375,1152068
2022-04-28,0.9937001978978515,188000.0,189000.0,186000.0,188500.0,168824.515625,705457
2022-04-29,-0.9938188220839947,187000.0,188000.0,184000.0,186000.0,166585.453125,767005
2022-05-02,0.017286739331514884,184000.0,188000.0,184000.0,187000.0,167481.09375,496083
2022-05-03,0.4372975644291728,185500.0,186500.0,182500.0,183500.0,164346.421875,662535
2022-05-04,-0.21338241477496922,183500.0,184500.0,182000.0,184000.0,164794.234375,347996
2022-05-06,-0.21570265747141093,181500.0,183500.0,181000.0,182500.0,163450.796875,375723
2022-05-10,-0.631097286939621,180500.0,181500.0,176000.0,180500.0,161659.5625,774377
2022-05-11,-0.37796851820894517,178500.0,184500.0,178000.0,183000.0,163898.59375,724251
2022-05-12,-0.4183342941105366,181000.0,183500.0,180000.0,180500.0,161659.5625,691192
2022-05-13,0.3210340271083017,182000.0,187000.0,181500.0,186500.0,167033.28125,924029
2022-05-16,0.8950162641704082,188500.0,189500.0,183500.0,184000.0,164794.234375,548683
2022-05-18,0.9758924329653382,187000.0,187500.0,183500.0,185500.0,166137.65625,541137
2022-05-19,0.4494142532348633,181500.0,183500.0,181000.0,182000.0,163003.0,542030
2022-05-20,0.27691539444883045,183500.0,186500.0,183000.0,186500.0,167033.28125,469517
2022-05-30,-0.0844756270525977,187500.0,188000.0,185500.0,187500.0,167928.921875,368902
2022-05-31,0.014483628794550896,187000.0,189500.0,187000.0,189500.0,169720.140625,916327
2022-06-02,0.38503955186267075,189000.0,189000.0,186500.0,187500.0,167928.921875,387758
2022-06-03,0.37739218715796596,188500.0,189000.0,185000.0,187000.0,167481.09375,400003
2022-06-07,0.32615491045483697,186000.0,186500.0,183000.0,183500.0,164346.421875,621262
2022-06-08,0.012530090927612036,183500.0,185000.0,182000.0,183000.0,163898.59375,556940
2022-06-10,-0.8932565827853978,181500.0,185000.0,180500.0,184500.0,165242.015625,571131
2022-06-13,0.06326139159500599,180000.0,181500.0,173000.0,175000.0,156733.640625,1193167
2022-06-14,0.9573599447030574,171500.0,172500.0,169000.0,171500.0,153598.984375,1122467
2022-06-15,0.9898285772651434,173500.0,179000.0,171500.0,174000.0,155838.0,995832
2022-06-16,0.7581237424747087,177000.0,177500.0,172500.0,173000.0,154942.40625,619047
2022-06-17,0.7844291999936104,168000.0,172000.0,168000.0,170000.0,152255.546875,784685
2022-06-20,-0.2469456773251295,172500.0,173000.0,168500.0,170500.0,152703.328125,518566
2022-06-21,-0.4902963623818424,171500.0,175000.0,170000.0,172500.0,154494.578125,532008
2022-06-22,0.9051551477750763,174500.0,175000.0,171000.0,171500.0,153598.984375,633838
2022-06-23,-0.20005774754099548,171500.0,174000.0,170000.0,171000.0,153151.15625,807430
2022-06-24,0.7464407533407211,170500.0,175000.0,170500.0,173000.0,154942.40625,472975
2022-06-27,0.4108353750780225,177000.0,185000.0,176500.0,183000.0,163898.59375,1348957
2022-06-28,0.9106312993535539,183500.0,189000.0,183500.0,186000.0,166585.453125,1021549
2022-06-29,0.5046570010817959,180000.0,181000.0,172500.0,175500.0,158031.0625,2543120
2022-06-30,-0.2112767865570883,176500.0,184500.0,175500.0,180500.0,162533.390625,1651221
2022-07-01,0.9909139280207455,181500.0,185000.0,179500.0,180000.0,162083.15625,916020
2022-07-04,0.9817831325344741,181000.0,183000.0,175000.0,178000.0,160282.234375,1006440
2022-07-05,0.04747305525233969,180000.0,181000.0,173500.0,177500.0,159832.0,1097504
2022-07-06,0.20502544306218623,176000.0,177000.0,172000.0,172500.0,155329.671875,924184
2022-07-07,0.85553581888477,175000.0,177000.0,172500.0,175000.0,157580.84375,536363
2022-07-08,0.8158219861797988,177500.0,180500.0,177000.0,178000.0,160282.234375,824702
2022-07-12,0.9726274041458964,180000.0,181500.0,177000.0,179000.0,161182.6875,539027
2022-07-13,0.426596738493324,180000.0,185000.0,178500.0,183500.0,165234.78125,941277
2022-07-14,0.9300697110676472,183000.0,184500.0,180500.0,182500.0,164334.296875,780637
2022-07-15,0.8769110009161523,183000.0,184500.0,178500.0,183500.0,165234.78125,768143
2022-07-18,-0.007140965724829584,187000.0,188500.0,183500.0,185500.0,167035.6875,699961
2022-07-19,-0.04565424472093582,185000.0,189000.0,184500.0,188500.0,169737.09375,868892
2022-07-22,-0.8759229965507984,191000.0,193000.0,188000.0,191000.0,171988.234375,1378005
2022-07-28,0.9857467388501391,198000.0,198000.0,194000.0,195000.0,175590.078125,757504
2022-07-29,0.9932018062099814,196000.0,197000.0,194000.0,196000.0,176490.546875,844829
2022-08-01,0.9846119665598962,196000.0,198000.0,195000.0,196000.0,176490.546875,601112
2022-08-02,0.47409603639971465,196500.0,197000.0,193500.0,196500.0,176940.796875,721088
2022-08-03,-0.8982020897092298,197000.0,198000.0,196000.0,197000.0,177391.015625,683572
2022-08-04,0.47426813148194924,198000.0,198500.0,194500.0,196500.0,176940.796875,622111
2022-08-05,0.9337977450340986,196000.0,197500.0,193500.0,194500.0,175139.828125,919482
2022-08-09,0.9621052779257298,195500.0,196000.0,191000.0,193500.0,174239.40625,962838
2022-08-10,0.2189279002486728,193000.0,194500.0,192000.0,192500.0,173338.9375,510243
2022-08-11,0.02628547279164195,195000.0,195000.0,192500.0,193000.0,173789.15625,731121
2022-08-12,-0.6313806846737862,193500.0,197500.0,193500.0,196000.0,176490.546875,627417
2022-08-16,0.7517467650584877,198000.0,199500.0,196000.0,197500.0,177841.25,505801
2022-08-17,0.7087307721376419,195000.0,196500.0,188000.0,190000.0,171087.765625,1410422
2022-08-18,0.17133906174318067,186500.0,187500.0,184000.0,186000.0,167485.921875,1438270
2022-08-19,0.5676811164128595,187000.0,191500.0,186500.0,190000.0,171087.765625,770986
2022-08-25,0.8703255534637719,189000.0,192500.0,188500.0,192000.0,172888.703125,561737
2022-08-30,0.6754129230976105,190500.0,196000.0,190500.0,195500.0,176040.3125,891335
2022-08-31,-0.9952316146809608,195000.0,197500.0,194500.0,196000.0,176490.546875,762426
2022-09-01,0.9797828664304689,193500.0,197500.0,191000.0,195500.0,176040.3125,785337
2022-09-05,0.5240647927359012,197500.0,201000.0,197500.0,200000.0,180092.390625,886938
2022-09-06,0.19645121207577176,200500.0,201000.0,198000.0,201000.0,180992.859375,591596
2022-09-07,-0.025479265302419663,201000.0,203000.0,199000.0,202000.0,181893.3125,758254
2022-09-08,0.36441505068796687,202500.0,203000.0,198500.0,200000.0,180092.390625,860563
2022-09-13,-0.9961966100381687,200500.0,201500.0,198000.0,200500.0,180542.609375,910285
2022-09-14,0.33076553807283443,197000.0,200000.0,196000.0,198500.0,178741.71875,668955
2022-09-15,-0.22776365152094513,199000.0,201000.0,198000.0,198000.0,178291.484375,404656
2022-09-16,0.8621178655303083,199500.0,202500.0,199000.0,201000.0,180992.859375,911954
2022-09-19,0.9847483026484648,201500.0,202000.0,198000.0,201500.0,181443.09375,693456
2022-09-20,0.6582813034959448,202500.0,202500.0,198500.0,198500.0,178741.71875,692217
2022-09-21,0.0009559648169670254,197000.0,197500.0,194500.0,197000.0,177391.015625,622478
2022-09-22,-0.5862472341628745,194500.0,197000.0,192500.0,193500.0,174239.40625,540322
2022-09-23,0.6868056464008987,194000.0,195500.0,190500.0,190500.0,171538.015625,680644
2022-09-26,-0.004083305597305298,187000.0,187500.0,180500.0,182500.0,164334.296875,1609911
2022-09-28,0.9979129541898146,184000.0,184500.0,177500.0,179500.0,161632.921875,1163914
2022-10-04,0.430046733468771,179000.0,183000.0,177500.0,179500.0,161632.921875,831935
2022-10-05,0.3165086628869176,183500.0,184000.0,172000.0,177000.0,159381.78125,1144019
2022-10-06,0.1678439154755324,178500.0,179500.0,175000.0,178000.0,160282.234375,611007
2022-10-07,-0.005592633038759232,176500.0,176500.0,174000.0,175500.0,158031.0625,608384
2022-10-11,0.9762167554581538,170000.0,170500.0,166000.0,168000.0,151277.609375,1145441
2022-10-12,0.5804100737335499,166500.0,169500.0,165500.0,168000.0,151277.609375,821753
2022-10-13,0.0682265612995252,167500.0,168000.0,164500.0,164500.0,148125.984375,691537
2022-10-14,-0.7642776837310521,167000.0,168000.0,165000.0,167000.0,150377.15625,657249
2022-10-18,-0.018250738503411412,170500.0,171500.0,165000.0,168000.0,151277.609375,1286984
2022-10-19,0.4497938714183484,166000.0,172500.0,166000.0,168000.0,151277.609375,1111330
2022-10-20,-0.3180539184540976,168500.0,169500.0,166500.0,168500.0,151727.859375,692203
2022-10-21,0.10971089372677463,169000.0,169500.0,165500.0,167000.0,150377.15625,695788
2022-10-31,0.01890417921822518,166000.0,166500.0,162000.0,164500.0,148125.984375,622380
2022-11-01,-0.0016853425186127424,163500.0,165000.0,162000.0,164500.0,148125.984375,628185
2022-11-02,-0.58079565288499,164500.0,165000.0,162000.0,165000.0,148576.21875,941434
2022-11-03,0.43432739935815334,162500.0,163000.0,160500.0,162000.0,145874.828125,1008989
2022-11-04,-0.9084529262036085,162000.0,164000.0,161500.0,163000.0,146775.3125,522276
2022-11-07,-0.9629240998532623,166500.0,170000.0,165500.0,169500.0,152628.296875,1126417
2022-11-08,-0.28206299572775606,171500.0,172000.0,167500.0,170000.0,153078.546875,804889
2022-11-09,0.37781086191534996,170500.0,172000.0,167000.0,169500.0,152628.296875,953568
2022-11-10,0.9241349654272198,167000.0,173000.0,166500.0,169500.0,152628.296875,1018720
2022-11-14,0.2917495524743572,174500.0,179500.0,174000.0,176000.0,158481.296875,1379189
2022-11-16,0.7199742806144058,175000.0,175500.0,170500.0,172000.0,154879.46875,642717
2022-11-17,0.3602168293913234,171000.0,172500.0,169500.0,170000.0,153078.546875,502812
2022-11-18,0.3462913260057879,170000.0,173000.0,169500.0,169500.0,152628.296875,559141
2022-11-21,0.9133401568979025,169500.0,170000.0,166500.0,168000.0,151277.609375,517728
2022-11-22,-0.9657309222966433,167500.0,168000.0,165000.0,165500.0,149026.453125,454542
2022-11-23,0.4347886433824897,166500.0,167500.0,164000.0,166000.0,149476.671875,449446
2022-11-24,0.34388892967919155,168000.0,168500.0,166500.0,167500.0,150827.375,323362
2022-11-25,0.08157602945963542,168000.0,168500.0,166000.0,166000.0,149476.671875,356637
2022-11-28,0.9946994564961642,166000.0,169500.0,164000.0,167500.0,150827.375,551024
2022-11-29,-0.9879261599853635,168000.0,169500.0,167000.0,169000.0,152178.0625,341427
2022-12-01,0.9701038447674364,172000.0,173000.0,170500.0,171500.0,154429.234375,499538
2022-12-08,-0.11435377225279808,163500.0,163500.0,161000.0,162000.0,145874.828125,703551
2022-12-09,0.5797570437920513,163500.0,164000.0,162000.0,162500.0,146325.0625,464194
2022-12-12,0.08578957482241094,162000.0,163500.0,162000.0,163500.0,147225.53125,232963
2022-12-13,-0.21430152049288154,164000.0,164000.0,158000.0,159500.0,143623.6875,756323
2022-12-15,0.20155304828326084,162500.0,165000.0,162000.0,162000.0,145874.828125,383741
2022-12-16,-0.9204180585220456,160000.0,163000.0,160000.0,162500.0,146325.0625,446581
2022-12-19,0.2842183375448388,160500.0,161500.0,157500.0,159000.0,143173.4375,734465
2022-12-20,0.541743257897906,158000.0,158500.0,154500.0,157000.0,141372.53125,1039931
2022-12-21,0.9144930678594392,157000.0,157500.0,155500.0,156000.0,140472.046875,531850
2022-12-22,0.42579159574233927,156500.0,159500.0,156500.0,158500.0,142723.234375,452454
2022-12-23,0.2253223997928823,157000.0,158000.0,155500.0,157000.0,141372.53125,336597
2022-12-28,-0.9473935458809137,156000.0,156500.0,154000.0,154000.0,144145.0,556921
2022-12-29,0.9924310897476971,153000.0,154000.0,150500.0,151000.0,141336.984375,552974
2023-01-09,0.8962832763791084,161000.0,164500.0,160000.0,164000.0,153505.046875,614204
2023-01-10,0.38459830866694183,162500.0,164000.0,161500.0,163000.0,152569.0625,414613
2023-01-11,0.9590693739470831,163500.0,165000.0,163000.0,164000.0,153505.046875,367725
2023-01-12,0.5267610134760616,166000.0,168000.0,164500.0,166500.0,155845.078125,869403
2023-01-13,0.9958442016504705,167500.0,170000.0,167000.0,169000.0,158185.078125,707095
2023-01-16,0.9762570101302117,166500.0,167500.0,163500.0,166500.0,155845.078125,797353
2023-01-17,-0.9449970833957195,166500.0,167000.0,164500.0,166000.0,155377.078125,452113
2023-01-18,0.9953267656819662,166500.0,166500.0,162500.0,164500.0,153973.0625,499603
2023-01-19,0.9546033465303481,162000.0,164000.0,162000.0,164000.0,153505.046875,353522
2023-01-20,-0.32385376939782873,163000.0,164500.0,163000.0,164500.0,153973.0625,296063
2023-01-25,0.0012224330566823483,166100.0,166500.0,165200.0,165700.0,155096.296875,2088
2023-01-26,-0.021416966046672314,166600.0,176200.0,166600.0,175100.0,163894.734375,14251
2023-01-27,-0.4081756627808015,177000.0,177600.0,173300.0,173900.0,162771.53125,4005
2023-01-30,-0.7893444045912474,174400.0,175700.0,169400.0,173900.0,162771.53125,3624
2023-01-31,0.32528920309582293,169000.0,170400.0,167000.0,170000.0,159121.109375,5408
2023-02-01,0.45549098757328466,169200.0,171500.0,168700.0,167000.0,156313.109375,3251
2023-02-02,0.0006055058911442757,171500.0,172900.0,169300.0,169900.0,159027.484375,3621
2023-02-03,-0.9516065027564764,170100.0,174500.0,169600.0,169900.0,159027.484375,3940
