date,MarutiSuzuki_avg_sentiment,Open,High,Low,Close,Adj Close,Volume
2021-08-02,0.006542567306214237,7100.0,7107.4501953125,7031.0,7076.9501953125,6856.22900390625,433760
2021-08-03,0.5085144497454166,7124.9501953125,7221.0,7086.10009765625,7199.39990234375,6974.85986328125,470570
2021-08-04,-0.9863015684240963,7220.0,7248.60009765625,7003.5,7102.89990234375,6881.36865234375,484122
2021-08-05,0.002331339113879949,7072.0,7079.9501953125,7006.0,7027.5498046875,6851.7783203125,495133
2021-08-09,-0.9994084106583614,7135.0,7165.0,7038.0,7081.75,6904.62255859375,264983
2021-08-11,-0.9864884610287845,7002.0,7095.0,6925.14990234375,7021.5,6845.8798828125,414311
2021-08-13,0.0008596330881118774,7030.0,7049.89990234375,6973.85009765625,7002.2001953125,6827.06298828125,431784
2021-08-17,-0.9995206988533027,6800.0,6943.0,6746.39990234375,6885.39990234375,6713.18408203125,752517
2021-08-18,-0.9993867299053818,6943.75,6943.75,6820.0,6840.10009765625,6669.01708984375,434144
2021-08-20,-0.9676528461277485,6815.0,6914.64990234375,6780.0,6850.89990234375,6679.546875,657982
2021-08-23,-0.8231931205838918,6905.0,6918.0,6801.0,6825.89990234375,6655.171875,537302
2021-08-24,-0.6763743584035963,6789.5,6852.0,6740.60009765625,6803.2001953125,6633.0400390625,646993
2021-08-25,0.10659869731817809,6838.0,6838.0,6700.0,6711.4501953125,6543.58447265625,722194
2021-08-26,-0.8131294238264672,6700.0,6701.35009765625,6591.0,6608.60009765625,6443.30712890625,1199429
2021-08-27,0.10950974807409304,6629.75,6694.60009765625,6600.0,6624.85009765625,6459.15087890625,1428388
2021-08-30,-0.6486804520619833,6690.0,6810.0,6653.85009765625,6796.89990234375,6626.8974609375,819447
2021-08-31,-0.7700771234168704,6820.0,6872.0,6763.5498046875,6846.10009765625,6674.86669921875,938326
2021-09-01,-0.507145150215365,6799.9501953125,6820.0,6702.35009765625,6784.89990234375,6615.197265625,1108476
2021-09-02,-0.8178559839725494,6852.7001953125,6858.9501953125,6708.2001953125,6792.89990234375,6622.9970703125,741052
2021-09-03,-0.9035218489145682,6770.0,6958.0,6751.60009765625,6863.10009765625,6691.44189453125,1196077
2021-09-06,-0.5329593767201004,6925.0,6954.0,6838.0,6846.89990234375,6675.64697265625,897444
2021-09-07,-0.006725676124915481,6879.89990234375,6929.89990234375,6853.7001953125,6877.14990234375,6705.1396484375,743783
2021-09-08,-0.7144152142864186,6852.10009765625,6858.35009765625,6756.0,6781.25,6611.638671875,847767
2021-09-09,0.4330193614587188,6750.0,6818.4501953125,6740.0,6802.25,6632.11376953125,515702
2021-09-13,-0.8785379128530622,6835.5,6895.4501953125,6813.2998046875,6873.7001953125,6701.7763671875,508397
2021-09-14,-0.1357974212483636,6910.0,6955.0,6851.10009765625,6894.4501953125,6722.0078125,817280
2021-09-15,-0.02101312205195427,6938.0,6938.0,6880.0,6909.0,6736.193359375,310138
2021-09-16,-0.9882178073748946,6913.2998046875,6949.0,6870.0,6930.9501953125,6757.59423828125,556648
2021-09-21,-0.6970718786885429,6912.5,6939.7001953125,6741.0,6777.0,6607.4951171875,1085249
2021-09-22,0.04636588878929615,6820.0,6846.0,6785.0,6831.0,6660.14501953125,548623
2021-09-23,0.0712544597685337,6868.0,6879.89990234375,6821.0,6846.7001953125,6675.45166015625,432740
2021-09-24,0.7119541615247726,6850.0,7037.7998046875,6848.0,6952.25,6778.3623046875,1649962
2021-09-27,-0.9970730236746022,6974.0,7448.0,6974.0,7403.4501953125,7218.27685546875,2646138
2021-09-28,0.19356045266613364,7448.0,7521.5498046875,7333.5,7423.85009765625,7238.166015625,1346961
2021-09-29,0.26871243833253783,7390.5,7465.0,7291.0,7384.0498046875,7199.361328125,643556
2021-09-30,-0.6340641784693368,7384.75,7408.0498046875,7301.0498046875,7338.0498046875,7154.51171875,625717
2021-10-01,-0.37879302432062106,7220.0,7220.0,7090.0,7162.2998046875,6983.15771484375,901588
2021-10-04,-0.003183869193890132,7180.0,7214.9501953125,7131.7998046875,7170.2998046875,6990.95751953125,466994
2021-10-06,0.07557614288008255,7270.89990234375,7281.5,7164.25,7199.25,7019.18408203125,726695
2021-10-07,-0.9994897298165597,7234.9501953125,7555.0,7225.25,7492.5,7305.099609375,1646727
2021-10-08,-0.2287584077450447,7548.7001953125,7571.9501953125,7401.14990234375,7430.0,7244.162109375,630622
2021-10-11,-0.5473204254871235,7420.2001953125,7814.7998046875,7419.7998046875,7700.7998046875,7508.18896484375,1069536
2021-10-12,0.9502873290330172,7687.89990234375,7750.0,7630.0498046875,7693.7998046875,7501.3642578125,406814
2021-10-13,-0.453446330036968,7740.0,7749.9501953125,7436.5498046875,7482.14990234375,7295.0078125,1084436
2021-10-14,-0.9929588980739936,7540.0,7560.0,7445.0,7496.89990234375,7309.3896484375,831546
2021-10-18,-0.4579149965662509,7405.0,7705.2998046875,7405.0,7657.0,7465.48486328125,913963
2021-10-19,0.5477954631205648,7670.2001953125,7768.60009765625,7585.0,7655.64990234375,7464.16845703125,658869
2021-10-20,-0.7660635683860164,7615.0,7667.35009765625,7515.0,7590.75,7400.8916015625,488082
2021-10-21,-0.7915177883114666,7650.0,7650.0,7485.0,7575.25,7385.77978515625,563128
2021-10-22,-0.9798844614997506,7600.0,7625.0,7386.5498046875,7408.89990234375,7223.58984375,224520
2021-10-25,0.9820264357840642,7355.0,7396.0498046875,7219.64990234375,7260.60009765625,7078.99951171875,248058
2021-10-26,-0.797191746532917,7265.0,7337.9501953125,7210.2001953125,7297.35009765625,7114.83056640625,292203
2021-10-27,-0.4431991128314456,7285.0,7461.25,7244.0,7356.25,7172.2568359375,1218064
2021-10-28,-0.05730878015068205,7250.0,7529.7001953125,7235.0498046875,7369.7001953125,7185.37109375,961511
2021-10-29,-0.9657695281086489,7350.0,7550.0,7294.85009765625,7482.39990234375,7295.25146484375,819875
2021-11-01,-0.40460900907055475,7401.0,7666.0,7401.0,7615.5498046875,7425.0712890625,1005690
2021-11-02,0.7800197988482458,7647.9501953125,7910.0,7630.7998046875,7791.75,7596.86474609375,1302733
2021-11-03,0.070877253980143,7791.75,7842.25,7711.60009765625,7734.25,7540.802734375,656492
2021-11-04,0.03188133426010609,7774.7001953125,7819.9501953125,7735.5,7747.39990234375,7553.62353515625,53365
2021-11-08,-0.5560405493403474,7759.9501953125,7882.60009765625,7672.0,7684.60009765625,7492.39453125,428433
2021-11-09,0.2713241350429598,7709.0,7764.5,7538.7001953125,7577.5498046875,7388.021484375,632879
2021-11-10,0.18617078295895173,7570.0,7580.0,7460.0,7511.64990234375,7323.77001953125,562432
2021-11-11,0.3101153393120815,7512.0,7567.5,7442.0,7453.4501953125,7267.02587890625,486991
2021-11-12,0.018904121970990673,7530.0,7544.0,7442.0,7479.85009765625,7292.765625,349666
2021-11-15,-0.3243134438137834,7452.0,7579.85009765625,7452.0,7503.10009765625,7315.43408203125,314414
2021-11-16,-0.1887928919866681,7545.0,8128.75,7535.0498046875,8050.35009765625,7848.99658203125,2619355
2021-11-17,-0.3070359919220209,8035.0,8350.0,8015.0498046875,8274.75,8067.78369140625,2377268
2021-11-18,-0.3618922792375088,8234.0,8368.0,8001.10009765625,8117.14990234375,7914.125,1337493
2021-11-22,0.31010904908180237,8158.0,8187.85009765625,7806.5498046875,7864.39990234375,7667.697265625,672298
2021-11-23,-0.9772429842657099,7849.10009765625,7953.9501953125,7805.0,7854.0,7657.5576171875,567198
2021-11-24,0.9833350796252489,7865.5,7897.9501953125,7636.60009765625,7669.4501953125,7477.62353515625,571078
2021-11-25,-0.16830186591250823,7640.0,7719.39990234375,7435.0,7572.5,7383.09814453125,1007618
2021-11-26,-0.5361521034501493,7520.0,7520.0,7130.0,7170.5,6991.1533203125,1154876
2021-11-29,-0.795768603682518,7166.0,7210.0,6990.7001953125,7149.5,6970.67822265625,733010
2021-11-30,-0.16774024134925145,7149.5,7250.0,7015.5498046875,7067.7998046875,6891.02099609375,1287938
2021-12-01,-0.7386430767863723,7191.0,7380.0,7130.0498046875,7273.25,7091.33349609375,1669583
2021-12-02,-0.7136031672443178,7285.0,7355.4501953125,7245.64990234375,7324.9501953125,7141.74072265625,618573
2021-12-03,-0.8779653354237477,7305.0,7329.0,7148.75,7208.7001953125,7028.3974609375,603798
2021-12-06,-0.903268625959754,7193.0,7200.0,7021.0,7042.85009765625,6866.69580078125,609507
2021-12-07,0.3525808691774728,7129.0,7261.7998046875,7091.2001953125,7186.60009765625,7006.8505859375,637151
2021-12-08,-0.7921673133969307,7225.0,7497.85009765625,7151.10009765625,7434.89990234375,7248.939453125,930339
2021-12-09,-0.2331648818217218,7469.0,7469.0,7325.0,7421.75,7236.11865234375,615037
2021-12-10,0.04011173965409398,7380.0,7475.0,7357.9501953125,7425.64990234375,7239.9208984375,431682
2021-12-13,0.9434316270053387,7485.0,7575.89990234375,7425.0,7516.39990234375,7328.4013671875,883009
2021-12-14,-0.3967942276660604,7516.7998046875,7556.2998046875,7457.7998046875,7493.14990234375,7305.732421875,749704
2021-12-15,-0.3087799960921984,7476.0,7640.0,7453.0498046875,7567.9501953125,7378.66259765625,529018
2021-12-16,-0.9692951017641462,7591.5,7621.0,7406.0,7450.7998046875,7264.44189453125,595582
2021-12-17,0.9716637239422804,7480.0,7480.0,7241.0,7296.60009765625,7114.09912109375,1081907
2021-12-20,0.26743078757343547,7200.0,7321.5498046875,7035.85009765625,7286.60009765625,7104.349609375,867425
2021-12-21,-0.14497627710483763,7306.5,7404.9501953125,7284.0,7315.14990234375,7132.18505859375,415744
2021-12-22,-0.6708931204047985,7305.5,7454.0,7305.5,7423.75,7238.068359375,368978
2021-12-23,-0.22967940531671047,7481.0,7500.0,7355.0,7387.14990234375,7202.3837890625,249919
